SLNO,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,url
539,413.0,0.0556900726392,0.198547215496,0,20,44,109.515625,76.4017691539,7,11,7,http://ccaodisha.gov.in
540,487.0,0.0266940451745,0.182751540041,0,5,25,247.225585938,87.0717612252,6,8,0,http://ccapunjab.gov.in
541,101.0,0.0,0.435643564356,1,87,7,512.239257812,91.8312098571,27,17,2,http://ccarajasthan.gov.in
542,418.0,0.0358851674641,0.342105263158,0,75,41,603.448242188,96.98590943,42,10,1,http://ccatn.gov.in
543,335.0,0.0,0.107462686567,0,5,31,3112.234375,92.1567415392,32,8,3,http://ccauk.gov.in
544,281.0,0.0,0.160142348754,1,0,28,1355.72851562,95.3186204949,41,19,0,http://ccaupwest.gov.in
545,699.0,0.032904148784,0.125894134478,0,5,59,924.286132812,95.4900794426,28,8,0,http://ccdisabilities.nic.in
546,54.0,0.111111111111,0.314814814815,0,17,2,23.4482421875,79.6176752322,5,3,3,http://ccejk.nic.in
547,75.0,0.0,0.0266666666667,1,7,1,710.421875,94.7413783623,4,18,0,http://ccestagra.gov.in
548,601.0,0.434276206323,0.212978369384,8,41,72,5428.67675781,94.7323287698,20,13,1,http://ccet.ac.in
549,0.0,0.0,0.212978369384,0,0,0,0.0,0.0,0,1,0,http://ccetdiploma.nic.in
550,24.0,1.0,0.0416666666667,0,0,0,1.3603515625,0.0,1,3,0,http://ccfretpune.gov.in
551,203.0,0.133004926108,0.0197044334975,0,42,16,102.266601562,88.3175294354,3,8,1,http://ccftamt.gov.in
552,40.0,0.1,0.05,2,0,8,1021.75585938,94.6006701852,4,6,2,http://ccis.nic.in
553,792.0,0.00126262626263,0.318181818182,1,280,124,809.368164062,82.9864634474,107,24,4,http://ccla.ap.gov.in
554,649.0,0.00924499229584,0.13251155624,4,25,29,5257.13769531,98.4209711908,17,20,3,http://ccobz.gov.in
555,417.0,0.199040767386,0.282973621103,1,92,32,5740.04785156,93.6650544446,71,20,6,http://ccolkozone.gov.in
556,391.0,0.0869565217391,0.452685421995,0,34,43,8799.33496094,97.7972744966,37,14,0,http://ccovadodarazone.gov.in
557,370.0,0.0621621621622,0.183783783784,0,3,51,2020.31152344,97.8230364574,25,13,0,http://ccpmumbai.gov.in
558,607.0,0.0906095551895,0.947281713344,0,88,65,2822.125,96.0709114918,68,18,40,http://ccrtindia.gov.in
559,403.0,0.0769230769231,0.203473945409,1,12,34,3188.31152344,98.6267589348,38,26,6,http://ccryn.gov.in
560,600.0,0.0333333333333,0.125,1,10,71,2621.10253906,92.7900018219,126,18,5,http://ccsniam.gov.in
561,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://ccwairprasarbharati.nic.in
562,380.0,0.05,0.292105263158,3,80,61,3348.47460938,91.3415273629,58,17,48,http://cdac.in/index.aspx?id=acts
563,534.0,0.0,0.187265917603,0,7,59,717.756835938,94.0506106944,47,9,2,http://cdachennai.nic.in
564,280.0,0.0285714285714,0.107142857143,0,5,37,225.633789062,84.8188046691,6,10,40,http://cdachyd.in
565,0.0,0.0,0.107142857143,0,0,0,0.0,0.0,0,1,0,http://cdacmohali.in
566,0.0,0.0,0.107142857143,0,0,0,0.0,0.0,0,1,0,http://cdacmumbai.in
567,74.0,0.0,0.0405405405405,0,129,2,269.168945312,97.8169931321,46,9,1,http://cdisgr.org/index.html
568,432.0,0.171296296296,0.331018518519,1,3,23,6312.0390625,96.0554205072,18,12,45,http://cdit.org
569,560.0,0.108928571429,0.142857142857,0,18,53,3217.98144531,95.3132923426,46,12,41,http://cdma.telangana.gov.in
570,408.0,0.0441176470588,0.401960784314,1,20,68,138.456054688,64.1766411105,14,10,0,http://cdodoon.gov.in
571,563.0,0.00177619893428,0.056838365897,0,98,48,593.193359375,88.6156429547,81,12,0,http://cdrc.gujarat.gov.in
572,435.0,0.11724137931,0.11724137931,3,55,40,9710.20703125,94.2483304255,36,14,62,http://cdsco.gov.in
573,315.0,0.0412698412698,0.130158730159,1,8,20,99485.6328125,99.8654730767,58,13,0,http://cdtschd.gov.in
574,398.0,0.105527638191,0.211055276382,1,22,52,65648.6240234,99.9105009683,40,15,0,http://cdtskolkata.nic.in
575,284.0,0.0845070422535,0.239436619718,0,17,36,1193.89355469,96.4519973465,13,7,1,http://cea.nic.in
576,50.0,0.7,0.24,1,18,5,357.4140625,98.45952917,7,13,2,http://ceaclearance.gov.in
577,633.0,4.00631911532,0.233807266983,4,80,71,5771.6171875,98.3780068682,67,18,1,http://cec.nic.in
578,513.0,0.0116959064327,0.727095516569,0,15,40,4207.57617188,99.2887411519,36,12,43,http://cedindia.org
579,136.0,0.110294117647,0.0220588235294,0,12,12,291.182617188,93.3689057621,8,11,0,http://cediqcjk.nic.in
580,90.0,0.166666666667,0.222222222222,0,33,32,105.975585938,93.2942618343,2,10,1,http://cedm.tg.nic.in
581,44.0,0.159090909091,0.159090909091,1,0,17,3345.86816406,88.195036497,15,10,3,http://cedzsewa.gov.in
582,294.0,0.0,0.275510204082,0,66,12,94.7548828125,86.5514433829,19,9,0,http://cee.kerala.gov.in
583,28.0,0.0357142857143,0.0357142857143,0,2,0,0.453125,0.0,0,1,0,http://cefs.kerala.gov.in
584,294.0,0.0374149659864,0.149659863946,0,14,32,2225.31835938,95.8040150505,36,14,0,http://ceg.up.nic.in
585,612.0,0.117647058824,0.0947712418301,4,4,73,919.12109375,90.570135362,32,5,0,http://ceiced.gujarat.gov.in
586,494.0,0.0445344129555,0.105263157895,4,48,78,1395.76171875,83.6830247821,34,9,0,http://ceikerala.gov.in
587,106.0,0.0,0.22641509434,2,60,23,335.971679688,84.8791547372,19,14,4,http://ceil.co.in
588,171.0,0.00584795321637,0.251461988304,0,55,23,62.15625,74.7816113625,21,3,3,http://ceimp.nic.in
589,358.0,0.0,0.209497206704,1,3,36,272.997070312,90.7475970223,5,7,0,http://cem.sameer.gov.in
590,16.0,0.0,0.0,0,24,10,248.44921875,96.9777368992,6,5,0,http://cen.bsf.gov.in
591,21.0,0.0,0.0,1,7,2,158.646484375,83.7430903517,1,3,0,http://cenexahmedabad.nic.in
592,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://cenexahmedabad2.nic.in
593,133.0,0.0300751879699,0.233082706767,1,7,29,688.963867188,91.8162888962,8,16,7,http://cenexbhavnagar.nic.in
594,930.0,0.177419354839,0.19247311828,1,46,48,5397.87207031,74.9706056405,65,12,36,http://cenexcisekochi.gov.in
595,209.0,0.167464114833,0.435406698565,1,57,27,162.709960938,83.7037481619,9,11,12,http://cenexcisenagpur.nic.in
596,524.0,0.0515267175573,0.335877862595,0,6,46,3243.84179688,99.0525617351,15,10,0,http://cenexcisevizag2.gov.in
597,498.0,0.0180722891566,0.29718875502,1,1,61,1605.72070312,93.9904808126,127,20,44,http://cenexgstvizag1.gov.in
598,394.0,0.41116751269,0.708121827411,0,88,33,96.6025390625,56.9929539734,8,11,54,http://cenexkovai.tn.nic.in
599,0.0,0.0,0.708121827411,0,0,0,0.0,0.0,0,1,0,http://cenexvizag.nic.in
600,50.0,0.0,0.14,1,17,12,164.361328125,96.9484153863,2,11,0,http://census-pon.gov.in
601,88.0,0.0,0.25,6,78,24,414.798828125,98.8167268584,21,10,1,http://censusindia.gov.in
602,316.0,0.0,0.284810126582,0,50,2,180.215820312,88.2876975848,6,20,0,http://censuskarnataka.gov.in
603,391.0,0.0,0.153452685422,14,149,42,2561.28222656,98.6071887059,63,14,0,http://censusmp.gov.in
604,1080.0,0.0861111111111,0.0898148148148,0,28,15,3302.12402344,84.5851761488,17,10,20,http://centralexciseaudit03vapi.gov.in
605,1387.0,0.0641672674838,0.085075702956,0,25,26,730.62109375,79.7566282968,12,5,10,http://centralexcisebangalore.gov.in
606,9720.0,0.00277777777778,0.446090534979,1,1837,509,290.276367188,89.5280965405,43,11,1075,http://centralexcisechennai.gov.in
607,0.0,0.0,0.446090534979,0,0,0,0.0,0.0,0,1,0,http://centralexcisedelhi.nic.in
608,81.0,0.148148148148,0.320987654321,0,15,10,94.2578125,66.9602154994,1,14,3,http://centralexciseguwahati.gov.in
609,0.0,0.0,0.320987654321,0,0,0,0.0,0.0,0,1,0,http://centralexciseindore.nic.in
610,388.0,0.020618556701,0.257731958763,0,4,33,126.228515625,49.5226601061,6,19,137,http://centralexcisejaipur.nic.in
611,15.0,0.0,0.133333333333,0,0,0,0.2783203125,0.0,0,1,0,http://centralexcisekanpur.gov.in
612,235.0,0.182978723404,0.268085106383,1,1,49,1445.84472656,96.8964131452,6,15,30,http://centralexciseludhiana.gov.in
613,486.0,0.0246913580247,2.1316872428,1,12,61,1356.79980469,95.0722741285,68,17,23,http://centralexcisemadurai.tn.nic.in
614,1009.0,4.53121902874,0.559960356789,4,51,46,30034.9931641,99.2791026014,62,14,19,http://centralexcisemeerut1.gov.in
615,0.0,0.0,0.559960356789,0,0,0,0.0,0.0,0,1,0,http://centralexcisemysorezone.gov.in
616,0.0,0.0,0.559960356789,0,0,0,0.0,0.0,0,1,0,http://centralexciseorissa.gov.in
617,1064.0,0.145676691729,0.167293233083,0,21,57,1922.83398438,96.1671564291,25,13,0,http://centralexcisetrichy.gov.in
618,334.0,0.0898203592814,0.12874251497,1,34,38,4801.28027344,99.6662267205,78,14,0,http://centrallibrary.goa.gov.in
619,0.0,0.0,0.12874251497,0,0,0,0.0,0.0,0,1,0,http://centralstaffing.gov.in
620,418.0,0.0765550239234,0.165071770335,0,16,52,2958.19628906,97.1907699509,62,15,0,http://centralwaqfcouncil.gov.in
621,0.0,0.0,0.165071770335,0,0,0,0.0,0.0,0,1,0,http://ceo.maharashtra.gov.in
622,785.0,0.0573248407643,0.129936305732,4,31,102,247.974609375,70.6115167411,30,5,0,http://ceo.uk.gov.in
623,353.0,0.0651558073654,0.133144475921,2,7,38,3165.06445312,98.5249115558,22,10,1,http://ceoan.and.nic.in
624,142.0,0.169014084507,0.0633802816901,0,52,34,736.354492188,98.2836158387,16,12,2,http://ceoarunachal.nic.in
625,131.0,0.0,0.687022900763,0,25,1,299.099609375,95.8903349245,9,14,7,http://ceoassam.nic.in
626,647.0,0.0,0.29057187017,2,7,113,33201.6904297,99.9452123387,114,15,6,http://ceobihar.nic.in
627,463.0,0.0691144708423,0.0928725701944,0,2,62,2457.453125,92.6902852928,42,15,0,http://ceochhattisgarh.nic.in
628,1385.0,0.0194945848375,0.136462093863,0,36,145,8405.54589844,98.9698254233,19,16,0,http://ceodaman.nic.in
629,299.0,0.0,0.85618729097,2,6,45,925.641601562,75.9321290026,42,12,20,http://ceodelhi.gov.in
630,223.0,0.0,0.0538116591928,1,27,28,246.859375,92.7981992531,7,15,0,http://ceodnh.nic.in
631,11.0,0.0,1.18181818182,0,0,1,0.5625,0.0,0,1,2,http://ceogoa.nic.in
632,300.0,0.0433333333333,0.106666666667,1,2,55,12020.9814453,99.3395093296,40,13,0,http://ceoharyana.nic.in
633,422.0,0.00947867298578,0.57345971564,9,86,61,19.044921875,0.0,74,4,22,http://ceohimachal.nic.in
634,541.0,0.0702402957486,0.194085027726,2,59,91,1476.43164062,98.8355449491,81,19,3,http://ceojammukashmir.nic.in
635,171.0,0.216374269006,0.198830409357,1,14,32,1211.68945312,95.6824391305,91,15,0,http://ceokarnataka.kar.nic.in
636,0.0,0.0,0.198830409357,0,0,0,0.0,0.0,0,1,0,http://ceolakshadweep.gov.in
637,485.0,0.0309278350515,0.253608247423,1,57,59,1882.24023438,96.2678490454,28,14,1,http://ceomadhyapradesh.nic.in
638,281.0,0.0782918149466,0.131672597865,0,7,54,5789.97753906,97.0076592145,45,12,1,http://ceomanipur.nic.in
639,456.0,0.120614035088,0.120614035088,0,6,72,2101.86816406,98.0840147321,50,10,0,http://ceomeghalaya.nic.in
640,366.0,0.144808743169,0.445355191257,0,18,55,2164.50195312,82.561889508,15,8,33,http://ceomizoram.nic.in
641,0.0,0.0,0.445355191257,0,2,57,144.405273438,94.1225798162,7,10,0,http://ceoorissa.nic.in
642,367.0,0.0,0.0899182561308,1,373,26,1300.8359375,94.7161380603,21,18,2,http://ceosikkim.nic.in
643,378.0,0.0,0.116402116402,2,89,52,1112.45410156,93.2316378924,56,19,4,http://ceotelangana.nic.in
644,44.0,3.04545454545,0.363636363636,1,60,13,1369.23339844,78.7960159618,35,18,109,http://ceoup.gov.in
645,61.0,0.0327868852459,0.114754098361,2,39,11,292.973632812,97.2080465326,9,12,1,http://cept.gov.in
646,247.0,0.117408906883,0.178137651822,0,6,21,788.556640625,78.0865703508,13,15,6,http://cerc-efiling.gov.in
647,376.0,0.0212765957447,0.162234042553,0,0,37,847.408203125,94.037079975,7,12,6,http://cercind.gov.in
648,80.0,0.0,1.0875,2,16,0,56.8828125,96.1200384563,3,2,3,http://cess.res.in
649,160.0,0.15625,0.16875,3,4,28,851.666015625,49.9895654886,18,10,0,http://cet.gujarat.gov.in
650,573.0,0.00698080279232,0.588132635253,0,219,36,775.40234375,88.9305199418,74,6,45,http://cet.kar.nic.in
651,0.0,0.0,0.588132635253,0,0,0,0.0,0.0,0,1,0,http://cetdelhiexam.nic.in
652,2152.0,0.00371747211896,0.149163568773,6,193,42,355.88671875,64.8871656404,21,15,0,http://cewacor.nic.in
653,158.0,0.0822784810127,0.132911392405,1,4,26,2213.15039062,27.7395063069,21,10,1,http://cexaudithyd.gov.in
654,258.0,0.0,0.193798449612,0,17,33,202697.457031,99.9213816373,66,10,23,http://cexauditjaipur.gov.in
655,321.0,0.0560747663551,0.152647975078,0,4,31,497.27734375,79.7632420289,19,12,0,http://cexbokaro.gov.in
656,560.0,0.0589285714286,0.0589285714286,0,7,36,73639.0175781,99.8709909778,35,8,0,http://cexchd1.gov.in
657,307.0,0.0293159609121,0.306188925081,1,57,37,152.2734375,84.7089682418,13,11,16,http://cexcusner.gov.in
658,945.0,0.0328042328042,0.0973544973545,3,0,68,161.328125,74.7899515738,15,16,0,http://cexdhanbad.gov.in
659,0.0,0.0,0.0973544973545,0,0,0,0.0,0.0,0,1,0,http://cexmumbai3.gov.in
660,175.0,0.0,0.36,0,87,44,178.97265625,97.5052927953,17,10,14,http://cexpatna.bih.nic.in
661,74.0,0.337837837838,0.337837837838,0,48,29,89.3212890625,86.8671076368,33,8,6,http://cexraigad.gov.in
662,830.0,0.0265060240964,0.206024096386,0,10,59,32037.3242188,99.7983583601,42,13,3,http://cexraipur.gov.in
663,0.0,0.0,0.206024096386,0,0,0,0.0,0.0,0,1,0,http://cexranchi.nic.in
664,108.0,0.296296296296,0.583333333333,1,22,5,37.75390625,75.7734092085,2,2,8,http://cexstshillong.gov.in
665,244.0,0.0573770491803,0.077868852459,1,13,37,742.733398438,91.7145152447,8,12,0,http://cfdamp.nic.in
666,61.0,0.0655737704918,0.590163934426,3,9,13,230.623046875,98.6504797635,7,13,4,http://cfqcti.dacnet.nic.in
667,255.0,0.156862745098,0.152941176471,0,7,30,1875.35644531,84.8888622736,26,17,24,http://cfsindia.org
668,0.0,0.0,0.152941176471,0,0,0,0.0,0.0,0,1,0,http://cfsjharkhand.nic.in
669,337.0,0.0296735905045,0.124629080119,1,11,14,1417.01660156,18.9740355955,7,8,0,http://cfslghy.gov.in
670,59.0,0.0,0.508474576271,1,2,17,2151.10449219,97.207103364,5,13,5,http://cfslhyd.gov.in
671,213.0,0.00469483568075,0.18779342723,1,21,24,2781.48144531,79.9651152625,13,18,7,http://cfslpune.gov.in
672,255.0,0.0274509803922,0.180392156863,0,14,53,228.83203125,87.2987828818,10,8,1,http://cfw.ap.nic.in
673,14.0,0.0,0.0,0,4,0,0.921875,0.0,0,1,0,http://cfw.ap.nic.in/nrhm
674,28.0,0.0,0.0,0,3,1,22.744140625,91.3911550021,1,5,0,http://cfw.tg.nic.in
675,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://cg.nic.in
676,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://cg.nic.in/cglrc
677,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://cg.nic.in/dtap
678,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://cg.nic.in/ekosh
679,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://cg.nic.in/fcicg
680,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://cg.nic.in/gad
681,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://cg.nic.in/janshikayat
682,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://cg.nic.in/mungeli
683,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://cg.nic.in/property
684,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://cg.nic.in/pwdraipur
685,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://cg.nic.in/resworks
686,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://cg.nic.in/revenue
687,18889.0,0.00111175816613,0.223569273122,1,6,41,1371.38964844,59.3543558619,923,11,16,http://cga.gov.in
688,0.0,0.0,0.223569273122,0,0,0,0.0,0.0,0,1,0,http://cgbse.nic.in
689,467.0,0.0642398286938,0.06852248394,0,4,52,7067.98828125,98.5009989472,34,14,0,http://cgcost.nic.in
690,133.0,0.0,0.135338345865,0,62,30,336.4921875,82.8646304938,4,12,7,http://cgdif.nic.in
691,395.0,0.0860759493671,0.0329113924051,0,4,51,3254.18945312,96.7299064607,38,11,0,http://cgemployment.gov.in
692,0.0,0.0,0.0329113924051,0,0,0,0.0,0.0,0,1,0,http://cgewho.nic.in
693,0.0,0.0,0.0329113924051,0,0,0,0.0,0.0,0,1,0,http://cgg.gov.in
694,359.0,0.0,0.147632311978,5,42,40,5289.26074219,98.6667227945,56,11,3,http://cghb.gov.in
695,79.0,0.227848101266,0.594936708861,0,1,16,2278.34667969,99.4007356109,21,17,0,http://cghgcd.gov.in
696,0.0,0.0,0.594936708861,0,0,0,0.0,0.0,0,1,0,http://cghorticulture.gov.in
697,1613.0,0.00247985120893,0.33044017359,5,4,27,4636.57128906,96.8696140084,177,4,0,http://cghs.gov.in
698,176.0,0.0,0.301136363636,0,15,17,74.8271484375,79.532255328,4,15,3,http://cghsbng.kar.nic.in
699,417.0,0.0167865707434,0.297362110312,3,21,18,253.083007812,91.7355116782,7,9,4,http://cghsjaipur.nic.in
700,34.0,0.0,0.441176470588,6,40,0,75.1572265625,56.8391782851,6,9,7,http://cghskolkata.nic.in
701,111.0,0.0630630630631,0.0720720720721,0,19,15,4311.37597656,91.6510621315,3,18,18,http://cghsnagpur.gov.in
702,314.0,0.5,0.101910828025,0,47,31,68.3994140625,68.4913122314,0,8,1,http://cghspune.gov.in
703,497.0,0.0241448692153,0.275653923541,7,160,56,2120.87890625,94.8149904686,52,15,11,http://cgkv.ac.in
704,0.0,0.0,0.275653923541,0,0,0,0.0,0.0,0,1,0,http://cgpolice.gov.in
705,340.0,0.0235294117647,0.0794117647059,0,37,16,262.599609375,91.5270247153,5,10,1,http://cgpost.gov.in
706,0.0,0.0,0.0794117647059,0,0,0,0.0,0.0,0,1,0,http://cgresults.nic.in
707,5.0,0.0,1.0,0,0,0,0.2724609375,0.0,0,1,0,http://cgrhga.cg.gov.in
708,168.0,0.142857142857,0.630952380952,1,73,25,247.40234375,90.7957685324,14,17,15,http://cgrrda.gov.in
709,461.0,0.190889370933,0.134490238612,0,43,31,3379.34765625,93.4271303286,32,17,23,http://cgscpcr.gov.in
710,0.0,0.0,0.134490238612,0,0,0,0.0,0.0,0,1,0,http://cgsec.gov.in
711,12.0,0.0,0.166666666667,0,1,2,923.22265625,74.0211343587,3,5,0,http://cgsird.gov.in
712,109.0,0.0642201834862,0.238532110092,0,10,35,4046.84863281,99.4041708283,20,15,0,http://cgslsa.gov.in
713,21.0,0.0,0.0,1,7,2,158.646484375,83.7430903517,1,3,0,http://cgstahmedabadzone.gov.in
714,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://cgstate.gov.in
715,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://cgstate.gov.in/web/department-of-energy
716,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://cgstate.gov.in/web/descg/home
717,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://cgstate.gov.in/web/registration-stamps
718,576.0,0.274305555556,0.239583333333,0,17,8,3768.06640625,89.967629908,26,7,28,http://cgstdelhisouth.gov.in
719,388.0,0.118556701031,0.188144329897,2,0,71,14732.6220703,97.6256189015,42,19,6,http://cgsthyderabadzone.gov.in
720,361.0,0.0,0.249307479224,0,9,33,1440.29785156,96.2682686212,15,10,2,http://cgswc.cg.gov.in
721,54.0,0.0,0.277777777778,2,49,10,484.008789062,95.9049684741,26,5,3,http://cgtrti.gov.in
722,372.0,0.0752688172043,0.0698924731183,0,3,58,2325.11621094,96.085167114,25,9,0,http://cgvanoushadhi.gov.in
723,599.0,0.0667779632721,0.228714524207,0,1,79,152.64453125,92.2678301814,32,7,53,http://cgvyapam.choice.gov.in
724,0.0,0.0,0.228714524207,0,0,0,0.0,0.0,0,1,0,http://cgvyapam.gov.in
725,395.0,0.0784810126582,0.139240506329,0,81,68,1585.3984375,98.6625996028,11,14,0,http://cgwb.gov.in
726,231.0,0.0,0.510822510823,1,121,17,139.370117188,83.5952773009,7,8,9,http://cgwbchd.nic.in
727,0.0,0.0,0.510822510823,0,0,0,0.0,0.0,0,1,0,http://cgwbswr.kar.nic.in
728,200.0,0.165,0.1,1,16,24,2816.78417969,92.3305714524,48,18,48,http://cgwrd.gov.in
729,433.0,0.0600461893764,0.448036951501,0,11,100,599.946289062,63.864278215,33,15,5,http://chaibasa.nic.in
730,427.0,0.0655737704918,0.52224824356,0,8,68,514.344726562,61.6266905138,25,6,24,http://chamoli.gov.in
731,371.0,0.121293800539,0.385444743935,0,11,79,535.46484375,68.18458699,34,10,12,http://champawat.gov.in
732,134.0,0.0671641791045,0.231343283582,8,162,6,316.446289062,94.6775253749,14,18,4,http://champhai.nic.in
733,312.0,0.112179487179,0.362179487179,6,91,31,2296.015625,97.4876229201,23,10,14,http://chamrajnagar.nic.in
734,483.0,0.0683229813665,0.416149068323,0,3,76,528.971679688,62.6283306903,28,5,23,http://chanda.nic.in
735,374.0,0.0855614973262,0.398395721925,0,10,73,599.87890625,63.8685216417,36,14,10,http://chandauli.nic.in
736,377.0,0.16976127321,0.490716180371,0,18,76,597.515625,63.9129141497,42,10,5,http://chandel.nic.in
737,207.0,0.0193236714976,0.159420289855,3,474,70,554.923828125,85.2920058707,115,7,1,http://chandigarh.gov.in
738,454.0,0.0,0.200440528634,0,181,24,119.541992188,87.4463896218,16,10,2,http://chandigarh.gov.in/admn_administrator.htm
739,3200.0,0.0,0.2171875,8,407,184,100.00390625,36.2651849537,17,11,31,http://chandigarh.gov.in/dept_excise.htm
740,204.0,0.0196078431373,0.0735294117647,1,4,11,5901.95605469,99.4933816798,13,18,0,http://chandigarhcensus.gov.in
741,309.0,0.0,0.453074433657,1,180,53,172.749023438,76.4108652025,84,5,19,http://chandigarhenvis.gov.in
742,362.0,0.0,0.138121546961,1,108,62,2330.84277344,99.368396708,37,8,0,http://chandigarhpolice.gov.in
743,272.0,0.0,0.125,1,95,31,244.380859375,91.3732886839,14,9,2,http://chandigarhtourism.gov.in
744,7.0,0.0,0.0,0,2,0,1.166015625,0.0,1,2,1,http://chandigarhtrafficpolice.org
745,483.0,0.0683229813665,0.416149068323,0,3,76,13.8154296875,0.0,28,5,23,http://chandrapur.gov.in
746,56.0,0.0,0.5,0,0,18,1859.96972656,80.2815170988,11,16,2,http://chandrapurpolice.gov.in
747,0.0,0.0,0.5,0,0,0,1.19921875,0.0,1,2,0,http://changekolkata.org
748,1002.0,0.0349301397206,0.061876247505,1,33,18,739.3125,58.3728284301,6,8,3,http://changemakers.delhi.gov.in
749,443.0,0.0857787810384,0.492099322799,0,9,95,600.801757812,63.8531519568,34,10,10,http://chatra.nic.in
750,101.0,0.0891089108911,0.247524752475,0,21,34,12446.6425781,97.5411683089,71,10,0,http://chdanimalhusbandry.gov.in
751,807.0,0.0508054522924,0.882280049566,4,12,38,4089.66210938,98.9535351857,31,6,67,http://chdconsumercourt.gov.in
752,483.0,0.0869565217391,0.115942028986,0,7,102,684.272460938,93.5729525685,18,7,0,http://chdeducation.gov.in
753,208.0,0.254807692308,0.206730769231,2,2,18,408.09765625,89.3888851665,0,12,1,http://chdenggadmissions.nic.in
754,131.0,0.030534351145,1.39694656489,0,8,2,216.734375,96.0353435225,10,3,7,http://chdengineering.gov.in
755,435.0,0.0827586206897,0.174712643678,0,6,53,3704.41796875,94.9576413721,21,12,0,http://chdfood.gov.in
756,167.0,0.0,0.425149700599,1,84,16,205.690429688,84.7037654242,18,9,4,http://chdit.gov.in
757,197.0,0.0,0.289340101523,1,85,30,339.297851562,76.0793918968,23,13,21,http://chdmktcommittee.gov.in
758,788.0,0.0507614213198,0.203045685279,1,53,46,17829.2519531,97.9669613347,23,9,12,http://chdmodeljail.gov.in
759,26.0,0.0,0.423076923077,0,9,1,1.0361328125,0.0,0,2,1,http://chdmuseum.nic.in
760,265.0,0.0490566037736,0.116981132075,0,13,50,1325.4140625,96.7616251997,21,13,0,http://chdpeo.gov.in
761,320.0,0.08125,0.225,0,4,48,813.713867188,77.5760492437,23,7,0,http://chdpr.gov.in
762,0.0,0.0,0.225,0,0,0,0.0,0.0,0,1,0,http://chdruraldevelopment.gov.in
763,200.0,0.075,0.12,4,18,36,1190.62011719,93.9081114998,73,11,1,http://chdsdmcentral.gov.in
764,80.0,0.65,0.2,0,44,3,1006.34179688,96.1831898099,66,13,4,http://chdslsa.gov.in
765,302.0,0.132450331126,0.115894039735,0,30,54,1364.66894531,95.3778424684,13,15,1,http://chdtechnicaleducation.gov.in
766,646.0,0.0804953560372,0.170278637771,1,33,91,1109.90625,90.8674895121,42,9,1,http://chdtransport.gov.in
767,155.0,0.116129032258,0.0838709677419,0,13,26,3728.75195312,96.6720810258,5,8,0,http://cheb.nic.in
768,24.0,1.0,0.0416666666667,0,0,0,1.3603515625,0.0,1,3,0,http://checkhearing.nic.in
769,380.0,0.113157894737,0.221052631579,0,23,64,2127.94335938,96.9186980901,60,10,5,http://chemicals.gov.in
770,442.0,0.0,0.165158371041,0,55,59,13913.7041016,98.837701673,89,18,3,http://chennaicorporation.gov.in
771,522.0,0.103448275862,0.295019157088,0,30,61,7444.46386719,94.4197731877,34,13,36,http://chennaimetrowater.gov.in
772,0.0,0.0,0.295019157088,0,0,0,181.72265625,99.5227961566,2,11,0,http://chennaipost.gov.in
773,68.0,0.0441176470588,0.852941176471,0,1,18,7378.31152344,97.0698538302,29,9,0,http://chhatbirzoo.gov.in
774,591.0,0.0473773265651,0.077834179357,0,7,60,7425.88183594,97.8054742288,37,12,0,http://chhattisgarhmines.gov.in
775,430.0,0.113953488372,0.202325581395,3,26,98,866.111328125,87.8117889543,31,5,0,http://chhotaudepur.gujarat.gov.in
776,320.0,0.11875,0.159375,0,8,76,535.0546875,60.3515995736,26,12,14,http://chickmagalur.nic.in
777,100.0,0.17,0.07,0,8,0,559.883789062,71.7955560672,11,4,0,http://chikballapur.nic.in
778,0.0,0.0,0.07,0,0,0,0.0,0.0,0,1,0,http://childlabourjharkhand.nic.in
779,0.0,0.0,0.07,0,0,0,0.0,0.0,0,1,0,http://chips.gov.in
780,144.0,0.270833333333,0.118055555556,3,29,18,2733.93261719,92.4660668315,19,8,14,http://chirang.gov.in
781,101.0,0.0,0.188118811881,0,16,29,206.01171875,90.9407648988,5,24,0,http://chitradurga.nic.in
782,1378.0,0.0435413642961,0.0682148040639,0,17,21,364.5,67.1044453018,19,11,26,http://chitrakoot.gov.in
